<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.06.24	1.03025	1.03794	1.02923	1.03654	82670	2942000000	29
2011.06.27	1.03525	1.03638	1.02811	1.03033	80830	105000000	29
2011.06.28	1.03031	1.03571	1.02956	1.03264	73776	79000000	42
2011.06.29	1.03261	1.03786	1.03067	1.03486	68511	1144500000	35
2011.06.30	1.03479	1.03965	1.03151	1.03180	69604	1100000000	36
2011.07.01	1.03188	1.03487	1.02874	1.03154	59188	1982000000	30
2011.07.04	1.03288	1.03331	1.02791	1.03103	54036	280000000	32
2011.07.05	1.03106	1.03141	1.02546	1.02865	66392	98000000	36
2011.07.06	1.02869	1.03428	1.02829	1.03220	64875	272000000	33
2011.07.07	1.03212	1.03826	1.02965	1.03249	62012	132000000	31
2011.07.08	1.03254	1.03635	1.02964	1.03414	67820	2400000000	33
2011.07.11	1.03074	1.03502	1.02904	1.03234	75380	65000000	33
2011.07.12	1.03223	1.03245	1.02169	1.02221	90356	307000000	36
2011.07.13	1.02219	1.03425	1.02027	1.03094	83526	347500000	31
2011.07.14	1.03091	1.03207	1.02693	1.02832	80603	311100000	29
2011.07.15	1.02833	1.03034	1.01343	1.01584	66720	1934400000	30
2011.07.18	1.01494	1.01966	1.01276	1.01772	80325	259000000	16
2011.07.19	1.01783	1.02137	1.01237	1.01802	70580	198300000	16
2011.07.20	1.01803	1.02049	1.01566	1.01737	58338	207800000	14
2011.07.21	1.01742	1.02510	1.01326	1.02212	67562	208500000	24
2011.07.22	1.02212	1.03309	1.02150	1.02694	56219	2469000000	16
2011.07.25	1.02804	1.03082	1.02455	1.02715	52639	68000000	36
2011.07.26	1.02741	1.03444	1.02468	1.03332	58537	58000000	39
2011.07.27	1.03335	1.04744	1.03216	1.04614	60002	7543568000	29
2011.07.28	1.04604	1.04954	1.04279	1.04414	58904	24742000000	23
2011.07.29	1.04414	1.05372	1.03805	1.04984	68188	2237700000	24
2011.08.01	1.05065	1.05320	1.04687	1.04809	62805	149400000	33
2011.08.02	1.04828	1.05121	1.03505	1.03566	70686	768900000	24
2011.08.03	1.03572	1.03600	1.02769	1.03510	76132	262400000	34
2011.08.04	1.03507	1.03531	1.02406	1.02432	94680	46199200000	15
2011.08.05	1.02434	1.02902	1.02069	1.02514	105482	3503400000	26
2011.08.08	1.02226	1.02622	1.01060	1.01095	118568	1068500000	30
2011.08.09	1.01098	1.01761	0.99131	1.01477	133053	584000000	29
2011.08.10	1.01481	1.01899	1.00934	1.00936	108267	2083000000	14
2011.08.11	1.00936	1.02167	1.00270	1.01805	116919	1035000000	23
2011.08.12	1.01804	1.02600	1.01408	1.02084	96782	3171489247	15
2011.08.15	1.02421	1.03340	1.02345	1.02956	83632	0	50
2011.08.16	1.02960	1.03040	1.02500	1.02804	91262	0	50
2011.08.17	1.02804	1.03776	1.02579	1.03265	83532	62600000	29
2011.08.18	1.03268	1.03481	1.02568	1.02787	91198	336000000	21
2011.08.19	1.02783	1.03239	1.02262	1.02834	95925	1786580000	28
2011.08.22	1.02917	1.03288	1.02708	1.02944	86801	88000000	27
2011.08.23	1.02941	1.04069	1.02830	1.03962	85659	0	50
2011.08.24	1.03961	1.03962	1.03255	1.03315	81394	726000000	12
2011.08.25	1.03316	1.03410	1.02792	1.03115	78096	0	50
2011.08.26	1.03107	1.04284	1.03070	1.03759	82136	4029300000	21
2011.08.29	1.03768	1.04238	1.03535	1.04234	64370	17387648000	16
2011.08.30	1.04235	1.04796	1.03983	1.04467	65849	70490810000	12
2011.08.31	1.04467	1.04768	1.04054	1.04495	66348	63541348000	12
2011.09.01	1.04494	1.04983	1.04335	1.04623	79476	0	50
2011.09.02	1.04622	1.05015	1.04390	1.04784	86129	4386600000	21
2011.09.05	1.04676	1.04784	1.04148	1.04179	68118	14000000	37
2011.09.06	1.04181	1.04822	1.03725	1.03804	94287	163000000	26
2011.09.07	1.03804	1.05119	1.03797	1.04782	83041	59000000	25
2011.09.08	1.04783	1.04881	1.04174	1.04766	86667	111700000	29
2011.09.09	1.04769	1.05080	1.03865	1.04198	91994	5101000000	22
2011.09.12	1.03887	1.04125	1.02215	1.02717	100307	0	50
2011.09.13	1.02717	1.02847	1.01588	1.01653	100960	183000000	18
2011.09.14	1.01653	1.02121	1.01006	1.01553	100672	0	50
2011.09.15	1.01543	1.01915	1.01187	1.01605	90607	96000000	24
2011.09.16	1.01612	1.02169	1.01177	1.01177	85436	1613500000	27
2011.09.19	1.00927	1.01348	1.00443	1.01119	86696	0	50
2011.09.20	1.01113	1.02211	1.00818	1.01883	95183	0	50
2011.09.21	1.01882	1.02286	1.01006	1.01040	95017	83000000	9
2011.09.22	1.01047	1.01619	0.99839	1.00324	120337	269000000	19
2011.09.23	1.00320	1.01017	0.99954	1.00518	115972	1689600000	12
2011.09.26	1.00541	1.01038	0.99798	1.00713	117491	0	50
2011.09.27	1.00714	1.01631	1.00303	1.00960	101603	121000000	17
2011.09.28	1.00969	1.01639	1.00773	1.00796	102917	213500000	9
2011.09.29	1.00790	1.01592	1.00453	1.01288	108960	254000000	14
2011.09.30	1.01281	1.01747	1.00938	1.01277	105339	2532500000	9
2011.10.03	1.01301	1.01667	1.00252	1.00368	109188	750000000	22
2011.10.04	1.00363	1.00931	0.99372	1.00469	121688	237100000	21
2011.10.05	1.00467	1.00895	1.00237	1.00440	111035	206980000	13
2011.10.06	1.00453	1.01425	1.00251	1.00978	102231	0	50
2011.10.07	1.00976	1.01913	1.00966	1.01383	95925	1472100000	15
2011.10.10	1.01302	1.02814	1.01200	1.02592	91088	170000000	22
2011.10.11	1.02584	1.02824	1.02119	1.02420	94284	366000000	29
2011.10.12	1.02416	1.03485	1.01744	1.03146	100434	0	50
2011.10.13	1.03144	1.04139	1.03140	1.03953	97446	0	50
2011.10.14	1.03953	1.04623	1.03762	1.04332	91162	0	50
2011.10.17	1.04269	1.04376	1.03829	1.03993	93730	215000000	27
2011.10.18	1.03993	1.04372	1.03656	1.04127	104807	156000000	27
2011.10.19	1.04127	1.04429	1.03801	1.04236	106330	192000000	28
2011.10.20	1.04236	1.04471	1.03790	1.03901	111103	261000000	32
2011.10.21	1.03899	1.04545	1.03664	1.04361	98803	1821000000	12
2011.10.24	1.04266	1.05368	1.03999	1.05053	95389	0	50
2011.10.25	1.05052	1.06346	1.04607	1.05945	104312	114000000	27
2011.10.26	1.05938	1.06026	1.04266	1.04414	105768	90000000	17
2011.10.27	1.04412	1.06515	1.04257	1.06192	109839	453000000	13
2011.10.28	1.06191	1.06610	1.05706	1.06011	97605	1512300000	17
2011.10.31	1.06190	1.06205	1.04941	1.05348	99800	202500000	14
2011.11.01	1.05353	1.05527	1.04253	1.05209	111422	640500000	7
2011.11.02	1.05210	1.05802	1.04568	1.04822	103095	0	50
2011.11.03	1.04811	1.05161	1.04141	1.04748	105835	339000000	16
2011.11.04	1.04748	1.05963	1.04699	1.05629	88560	0	50
2011.11.07	1.05768	1.05836	1.04767	1.05135	89391	346500000	17
2011.11.08	1.05133	1.05163	1.04560	1.04705	89675	48000000	80
2011.11.09	1.04710	1.04847	1.03537	1.03645	97988	198000000	16
2011.11.10	1.03648	1.03919	1.03105	1.03130	102671	7000000	50
2011.11.11	1.03132	1.04242	1.03061	1.03872	91389	8056000000	50
2011.11.14	1.04199	1.04562	1.03443	1.03675	94360	101980000	17
2011.11.15	1.03676	1.04101	1.03492	1.03772	98435	274000000	16
2011.11.16	1.03772	1.03986	1.03092	1.03099	108399	207000000	11
2011.11.17	1.03101	1.03370	1.02560	1.02838	111851	102500000	14
2011.11.18	1.02827	1.03234	1.02573	1.02793	100397	1763000000	18
2011.11.21	1.02714	1.02741	1.01969	1.02174	99797	347000000	15
2011.11.22	1.02166	1.02606	1.01794	1.02136	98903	361000000	17
2011.11.23	1.02136	1.02335	1.01082	1.01428	98345	211000000	22
2011.11.24	1.01430	1.02156	1.01399	1.01778	74398	146000000	19
2011.11.25	1.01773	1.02177	1.01462	1.01676	82424	832000000	16
2011.11.28	1.02294	1.02847	1.02140	1.02422	93603	255000000	12
2011.11.29	1.02419	1.03569	1.02147	1.03351	92380	300000000	17
2011.11.30	1.03354	1.05188	1.02903	1.04560	94353	807500000	8
2011.12.01	1.04570	1.04612	1.03538	1.03549	88572	64000000	20
2011.12.02	1.03551	1.04312	1.03527	1.04068	82673	2062500000	17
2011.12.05	1.04296	1.04553	1.03870	1.04328	86259	178000000	15
2011.12.06	1.04336	1.04348	1.03247	1.03325	91721	323000000	11
2011.12.07	1.03320	1.03950	1.03320	1.03781	88075	229000000	21
2011.12.08	1.03779	1.04306	1.03354	1.03922	92046	347500000	10
2011.12.09	1.03920	1.04114	1.03045	1.03854	94783	1836000000	9
2011.12.12	1.03926	1.04013	1.03232	1.03291	85665	393000000	18
2011.12.13	1.03297	1.03963	1.03058	1.03402	91135	248000000	15
2011.12.14	1.03403	1.03790	1.02774	1.02821	96429	94000000	50
2011.12.15	1.02821	1.03138	1.02539	1.02652	90825	147000000	22
2011.12.16	1.02649	1.03620	1.02596	1.03502	85348	1381800000	50
2011.12.19	1.03543	1.03556	1.02612	1.02748	75349	14000000	6
2011.12.20	1.02747	1.03890	1.02747	1.03629	75453	60000000	6
2011.12.21	1.03628	1.04480	1.03418	1.03563	88915	21000000	6
2011.12.22	1.03563	1.03913	1.03294	1.03353	72076	118000000	14
2011.12.23	1.03358	1.03825	1.03198	1.03278	55357	1075400000	26
2011.12.26	1.03892	1.03977	1.03402	1.03532	10620	74000000	50
2011.12.27	1.03544	1.03737	1.03314	1.03362	39337	17000000	28
2011.12.28	1.03365	1.03673	1.03035	1.03289	60641	109000000	17
2011.12.29	1.03288	1.03557	1.02870	1.03384	67063	0	50
2011.12.30	1.03381	1.04439	1.03347	1.04084	60728	398000000	15
2012.01.02	1.04245	1.04420	1.03905	1.04300	26933	114000000	50
2012.01.03	1.04305	1.04902	1.04169	1.04769	72133	0	50
2012.01.04	1.04766	1.04982	1.04452	1.04852	76331	136500000	13
2012.01.05	1.04852	1.04906	1.04284	1.04501	83230	0	50
2012.01.06	1.04499	1.05195	1.04180	1.05141	76397	1544500000	12
2012.01.09	1.05010	1.05189	1.04552	1.04769	81360	0	50
2012.01.10	1.04769	1.05210	1.04636	1.04752	76993	0	50
2012.01.11	1.04749	1.05080	1.04419	1.04918	72396	129000000	17
2012.01.12	1.04916	1.05306	1.04780	1.05208	68386	0	70
2012.01.13	1.05203	1.05659	1.04936	1.05495	71521	2504690000	10
2012.01.16	1.05398	1.05455	1.04825	1.04899	53547	45000000	42
2012.01.17	1.04897	1.05670	1.04857	1.05290	73822	23000000	9
2012.01.18	1.05299	1.05514	1.05200	1.05373	84215	0	50
2012.01.19	1.05372	1.05459	1.04840	1.05307	78435	103000000	13
2012.01.20	1.05306	1.06252	1.05258	1.06184	71305	1682300000	3
2012.01.23	1.06273	1.06551	1.05982	1.06057	69445	179000000	7
2012.01.24	1.06058	1.06078	1.05620	1.05796	64526	288000000	7
2012.01.25	1.05794	1.06506	1.05515	1.06358	74742	139500000	17
2012.01.26	1.06360	1.06862	1.06182	1.06387	68622	151000000	8
2012.01.27	1.06389	1.06737	1.06232	1.06551	75574	2052100000	9
2012.01.30	1.06479	1.06651	1.05889	1.06083	76538	0	50
2012.01.31	1.06082	1.06606	1.06005	1.06435	75986	201000000	9
2012.02.01	1.06434	1.07080	1.06162	1.06808	76869	193000000	10
2012.02.02	1.06807	1.07185	1.06765	1.06913	71927	191000000	7
2012.02.03	1.06911	1.07353	1.06661	1.06774	75095	1624700000	7
2012.02.06	1.06874	1.06964	1.06547	1.06709	77164	0	17
2012.02.07	1.06710	1.07736	1.06674	1.07416	85326	135500000	13
2012.02.08	1.07417	1.07800	1.07310	1.07404	81485	76000000	13
