<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.04.24	1.31553	1.32174	1.31445	1.31944	68753	0	5
2012.04.25	1.31945	1.32356	1.31730	1.32224	72000	0	5
2012.04.26	1.32222	1.32623	1.31806	1.31919	70652	0	5
2012.04.27	1.31918	1.32695	1.31572	1.32514	73480	0	5
2012.04.30	1.32408	1.32660	1.32078	1.32417	63196	0	5
2012.05.01	1.32416	1.32828	1.32039	1.32378	50158	0	5
2012.05.02	1.32376	1.32408	1.31230	1.31538	68200	0	5
2012.05.03	1.31539	1.31795	1.30963	1.31513	62752	0	5
2012.05.04	1.31513	1.31775	1.30799	1.30832	62146	0	5
2012.05.07	1.30245	1.30640	1.29546	1.30573	76110	0	5
2012.05.08	1.30574	1.30645	1.29821	1.29985	78330	0	5
2012.05.09	1.29987	1.30053	1.29110	1.29340	85681	0	5
2012.05.10	1.29341	1.29783	1.29244	1.29314	76964	0	5
2012.05.11	1.29313	1.29569	1.29044	1.29162	74604	0	5
2012.05.14	1.28872	1.29038	1.28207	1.28256	71904	0	5
2012.05.15	1.28257	1.28689	1.27215	1.27337	74081	0	5
2012.05.16	1.27336	1.27579	1.26807	1.27158	81600	0	5
2012.05.17	1.27161	1.27488	1.26649	1.26812	78698	0	5
2012.05.18	1.26813	1.27933	1.26417	1.27783	84062	0	5
2012.05.21	1.27767	1.28230	1.27248	1.28069	82078	0	5
2012.05.22	1.28073	1.28168	1.26575	1.26798	81623	0	5
2012.05.23	1.26799	1.26864	1.25449	1.25863	95304	0	5
2012.05.24	1.25864	1.26188	1.25156	1.25360	92714	0	5
2012.05.25	1.25359	1.26015	1.24964	1.25153	80013	0	5
2012.05.28	1.25707	1.26235	1.25244	1.25394	65679	0	5
2012.05.29	1.25393	1.25740	1.24609	1.24864	86677	0	5
2012.05.30	1.24865	1.24932	1.23608	1.23675	91346	0	5
2012.05.31	1.23676	1.24278	1.23362	1.23597	90493	0	5
2012.06.01	1.23594	1.24537	1.22882	1.24325	95563	0	5
2012.06.04	1.24371	1.25087	1.23854	1.24943	81685	0	5
2012.06.05	1.24943	1.25411	1.24099	1.24507	83091	0	5
2012.06.06	1.24507	1.25848	1.24404	1.25770	91707	0	5
2012.06.07	1.25770	1.26243	1.25397	1.25631	89930	0	5
2012.06.08	1.25630	1.25742	1.24352	1.25160	90408	0	5
2012.06.11	1.26478	1.26677	1.24637	1.24653	89699	0	5
2012.06.12	1.24652	1.25280	1.24423	1.25045	89863	0	5
2012.06.13	1.25045	1.26094	1.24733	1.25659	89681	0	5
2012.06.14	1.25657	1.26354	1.25419	1.26281	87456	0	5
2012.06.15	1.26280	1.26643	1.25919	1.26361	80996	0	5
2012.06.18	1.27371	1.27468	1.25569	1.25767	93228	0	5
2012.06.19	1.25766	1.27297	1.25682	1.26877	88455	0	5
2012.06.20	1.26878	1.27418	1.26381	1.26974	88858	0	5
2012.06.21	1.26975	1.27009	1.25317	1.25474	92236	0	5
2012.06.22	1.25475	1.25827	1.25191	1.25677	76329	0	5
2012.06.25	1.25544	1.25575	1.24710	1.25008	72487	0	5
2012.06.26	1.25003	1.25298	1.24419	1.24910	82709	0	5
2012.06.27	1.24911	1.25074	1.24454	1.24686	77962	0	5
2012.06.28	1.24686	1.25236	1.24071	1.24403	87821	0	5
2012.06.29	1.24402	1.26918	1.24331	1.26655	99444	0	5
2012.07.02	1.26696	1.26703	1.25680	1.25846	75159	0	5
2012.07.03	1.25845	1.26257	1.25588	1.26058	72204	0	5
2012.07.04	1.26057	1.26063	1.25080	1.25261	67460	0	5
2012.07.05	1.25262	1.25375	1.23637	1.23901	82763	0	5
2012.07.06	1.23899	1.24008	1.22598	1.22875	79040	0	5
